Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
1103,29,technician,single,secondary,0,3466,0,0,cellular,21,apr,1,-1,0,1,274,21-30 Years,Middle of Month,4,One times,Below Average CallDuration
1104,38,student,married,secondary,0,134,0,0,cellular,27,aug,8,-1,0,0,91,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1105,41,blue-collar,married,secondary,0,167,0,0,cellular,20,jun,1,-1,0,0,48,41-50 Years,Middle of Month,6,One times,Below Average CallDuration
1106,22,student,single,secondary,0,2488,0,0,cellular,8,nov,2,38,10,1,449,21-30 Years,Beginning of Month,11,1 - 10 times,Above Average CallDuration
1107,58,unemployed,married,secondary,0,1625,0,0,cellular,5,feb,2,-1,0,1,286,51-60 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1108,50,blue-collar,married,primary,0,12519,1,0,cellular,21,nov,3,34,1,1,615,41-50 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1109,34,blue-collar,single,secondary,0,-96,1,0,cellular,27,may,2,-1,0,0,153,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1110,41,services,married,primary,0,510,0,0,cellular,9,jun,2,-1,0,0,316,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1111,47,admin.,married,secondary,0,726,0,0,cellular,17,jun,3,-1,0,0,60,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1112,54,technician,married,secondary,0,473,0,1,cellular,13,aug,1,-1,0,0,112,51-60 Years,Middle of Month,8,One times,Below Average CallDuration
1113,35,technician,married,secondary,0,150,0,0,cellular,18,aug,5,-1,0,0,242,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1114,40,housemaid,married,tertiary,0,0,0,0,cellular,6,oct,1,-1,0,0,6,31-40 Years,Beginning of Month,10,One times,Below Average CallDuration
1115,28,self-employed,single,secondary,0,5679,1,0,cellular,9,feb,4,-1,0,1,701,21-30 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1116,52,management,married,tertiary,0,1065,1,1,cellular,30,may,1,-1,0,0,159,51-60 Years,End of Month,5,One times,Below Average CallDuration
1117,48,blue-collar,married,secondary,0,1730,1,0,cellular,4,may,1,89,3,1,361,41-50 Years,Beginning of Month,5,One times,Above Average CallDuration
1118,55,housemaid,divorced,primary,0,77,0,0,cellular,31,jul,6,-1,0,1,463,51-60 Years,End of Month,7,1 - 10 times,Above Average CallDuration
1119,32,blue-collar,married,secondary,0,169,1,0,cellular,14,may,2,-1,0,0,291,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1120,40,blue-collar,married,primary,0,-108,1,0,cellular,19,jun,3,-1,0,0,149,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1121,35,blue-collar,married,secondary,0,503,1,1,cellular,9,may,2,-1,0,0,57,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1122,29,self-employed,single,tertiary,0,415,0,0,cellular,29,jan,1,-1,0,0,122,21-30 Years,End of Month,1,One times,Below Average CallDuration
1123,30,management,divorced,tertiary,0,415,1,1,cellular,6,may,1,343,4,1,984,21-30 Years,Beginning of Month,5,One times,Above Average CallDuration
1124,36,self-employed,single,secondary,0,74,1,1,cellular,12,may,2,-1,0,0,198,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1125,34,blue-collar,married,primary,0,-106,1,0,cellular,27,may,1,-1,0,0,237,31-40 Years,End of Month,5,One times,Below Average CallDuration
1126,60,unemployed,married,primary,0,0,0,0,cellular,22,jul,1,412,1,1,1193,51-60 Years,End of Month,7,One times,Above Average CallDuration
1127,50,blue-collar,divorced,primary,0,149,1,0,cellular,7,may,1,-1,0,0,74,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1128,25,student,single,secondary,0,1747,1,0,cellular,24,jul,1,-1,0,1,903,21-30 Years,End of Month,7,One times,Above Average CallDuration
1129,27,blue-collar,married,secondary,0,484,1,0,cellular,15,may,1,361,2,0,210,21-30 Years,Middle of Month,5,One times,Below Average CallDuration
1130,43,unemployed,divorced,secondary,0,4478,1,0,cellular,13,may,1,-1,0,0,133,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
1131,55,management,married,tertiary,0,0,0,0,cellular,5,jun,1,-1,0,0,38,51-60 Years,Beginning of Month,6,One times,Below Average CallDuration
1132,37,services,married,secondary,0,345,1,1,cellular,16,apr,1,148,1,0,114,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1133,58,blue-collar,married,primary,0,76,1,0,cellular,5,may,2,-1,0,0,156,51-60 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1134,34,technician,single,tertiary,0,2733,0,0,cellular,14,jul,1,-1,0,1,604,31-40 Years,Middle of Month,7,One times,Above Average CallDuration
1135,32,admin.,single,secondary,0,1649,0,0,cellular,27,may,2,-1,0,0,204,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1136,29,admin.,single,secondary,0,464,0,0,cellular,9,nov,2,91,3,1,208,21-30 Years,Beginning of Month,11,1 - 10 times,Below Average CallDuration
1137,70,retired,divorced,secondary,0,6850,0,0,telephone,3,sep,1,182,4,0,228,>61 Years,Beginning of Month,9,One times,Below Average CallDuration
1138,42,admin.,married,secondary,0,16517,0,0,cellular,15,mar,5,203,4,0,549,41-50 Years,Middle of Month,3,1 - 10 times,Above Average CallDuration
1139,33,management,single,tertiary,0,4176,0,0,cellular,26,mar,3,-1,0,1,288,31-40 Years,End of Month,3,1 - 10 times,Below Average CallDuration
1140,45,entrepreneur,married,tertiary,0,3689,1,0,cellular,7,may,1,169,5,0,397,41-50 Years,Beginning of Month,5,One times,Above Average CallDuration
1141,39,management,divorced,tertiary,0,-999,1,0,cellular,27,may,1,-1,0,0,313,31-40 Years,End of Month,5,One times,Below Average CallDuration
1142,51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,3,-1,0,1,663,51-60 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
1143,22,student,single,secondary,0,120,0,0,cellular,7,dec,5,-1,0,0,245,21-30 Years,Beginning of Month,12,1 - 10 times,Below Average CallDuration
1144,38,services,married,primary,0,175,0,0,cellular,17,jun,2,-1,0,0,132,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1145,51,blue-collar,married,secondary,0,7180,1,0,cellular,14,may,1,-1,0,1,927,51-60 Years,Middle of Month,5,One times,Above Average CallDuration
1146,30,entrepreneur,single,secondary,0,732,0,0,cellular,3,feb,4,-1,0,1,1404,21-30 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1147,38,admin.,divorced,secondary,0,19,1,0,cellular,30,may,2,-1,0,1,604,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1148,50,management,married,secondary,0,558,0,0,cellular,9,jul,1,683,6,1,464,41-50 Years,Beginning of Month,7,One times,Above Average CallDuration
1149,42,services,married,secondary,0,1376,1,0,cellular,2,jun,2,92,4,1,271,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1150,24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,1,184,21-30 Years,End of Month,10,One times,Below Average CallDuration
1151,34,entrepreneur,single,secondary,1,-200,0,1,cellular,25,jul,5,-1,0,0,248,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1152,55,technician,divorced,secondary,0,35,1,0,cellular,20,aug,4,-1,0,0,126,51-60 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1153,39,blue-collar,married,primary,0,568,1,0,cellular,21,may,3,-1,0,0,173,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1154,51,admin.,married,secondary,0,684,1,0,cellular,20,nov,1,-1,0,0,68,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
1155,23,services,single,secondary,0,91,1,0,cellular,16,may,2,-1,0,0,374,21-30 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1156,31,technician,married,secondary,0,367,0,0,cellular,28,aug,17,-1,0,0,79,31-40 Years,End of Month,8,10 - 20 times,Below Average CallDuration
1157,36,technician,divorced,secondary,0,69,1,0,cellular,12,may,2,369,3,0,61,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1158,37,management,married,tertiary,0,9269,1,1,cellular,17,apr,1,149,2,0,71,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1159,30,management,single,tertiary,0,5359,0,0,cellular,26,feb,1,191,3,1,427,21-30 Years,End of Month,2,One times,Above Average CallDuration
1160,38,admin.,married,secondary,0,1767,1,0,cellular,9,jul,4,239,7,1,483,31-40 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1161,32,entrepreneur,single,tertiary,0,-34,1,0,cellular,11,mar,1,-1,0,1,101,31-40 Years,Beginning of Month,3,One times,Below Average CallDuration
1162,32,management,single,tertiary,0,41,0,0,cellular,21,aug,5,-1,0,1,686,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1163,53,blue-collar,married,primary,0,1138,1,0,cellular,6,aug,2,-1,0,0,375,51-60 Years,Beginning of Month,8,1 - 10 times,Above Average CallDuration
1164,32,blue-collar,married,secondary,0,897,1,0,cellular,7,apr,3,322,2,0,293,31-40 Years,Beginning of Month,4,1 - 10 times,Below Average CallDuration
1165,27,services,married,secondary,0,511,1,0,cellular,30,jun,5,-1,0,0,85,21-30 Years,End of Month,6,1 - 10 times,Below Average CallDuration
1166,34,management,married,tertiary,0,589,0,0,cellular,1,sep,1,44,3,1,300,31-40 Years,Beginning of Month,9,One times,Below Average CallDuration
1167,27,blue-collar,single,primary,0,497,1,0,cellular,20,apr,2,272,1,0,255,21-30 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1168,27,student,single,tertiary,0,118,0,0,cellular,25,may,1,-1,0,0,112,21-30 Years,End of Month,5,One times,Below Average CallDuration
1169,24,technician,single,secondary,0,-73,1,0,cellular,18,may,2,-1,0,0,7,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1170,56,technician,married,secondary,0,1093,0,0,cellular,7,aug,4,-1,0,0,89,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1171,63,retired,divorced,tertiary,0,0,0,0,cellular,13,may,1,181,2,1,263,>61 Years,Middle of Month,5,One times,Below Average CallDuration
1172,32,management,single,tertiary,0,0,0,0,cellular,29,aug,2,-1,0,0,255,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1173,46,management,married,tertiary,0,273,1,0,cellular,15,sep,1,105,3,1,1962,41-50 Years,Middle of Month,9,One times,Above Average CallDuration
1174,35,self-employed,married,secondary,0,0,0,0,cellular,12,aug,2,-1,0,0,64,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1175,47,admin.,married,secondary,0,407,1,0,cellular,5,jun,12,-1,0,0,67,41-50 Years,Beginning of Month,6,10 - 20 times,Below Average CallDuration
1176,45,technician,married,tertiary,0,377,1,0,cellular,19,jun,3,-1,0,1,835,41-50 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
1177,31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,-1,0,0,36,31-40 Years,End of Month,7,One times,Below Average CallDuration
1178,32,services,single,secondary,0,-23,0,0,cellular,11,may,1,305,1,0,185,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1179,34,services,married,secondary,0,0,1,0,cellular,19,may,4,-1,0,0,115,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1180,46,management,married,tertiary,0,11385,0,0,cellular,24,mar,3,-1,0,1,269,41-50 Years,End of Month,3,1 - 10 times,Below Average CallDuration
1181,32,technician,single,tertiary,0,5514,0,0,cellular,22,apr,1,182,1,1,319,31-40 Years,End of Month,4,One times,Below Average CallDuration
1182,27,admin.,married,secondary,0,897,0,0,cellular,5,jun,1,-1,0,1,397,21-30 Years,Beginning of Month,6,One times,Above Average CallDuration
1183,31,management,single,tertiary,0,533,0,0,telephone,12,may,1,90,10,1,372,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1184,31,blue-collar,married,secondary,0,335,1,0,cellular,8,may,1,-1,0,0,226,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1185,37,unemployed,married,secondary,0,4769,0,0,cellular,29,jan,1,-1,0,0,124,31-40 Years,End of Month,1,One times,Below Average CallDuration
1186,29,blue-collar,married,secondary,0,2312,1,0,telephone,14,jul,3,-1,0,0,109,21-30 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1187,29,blue-collar,married,secondary,0,1175,1,1,cellular,30,jul,4,-1,0,0,141,21-30 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1188,45,services,married,secondary,0,-406,1,1,cellular,21,jul,2,-1,0,0,276,41-50 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1189,57,admin.,married,secondary,0,403,1,0,cellular,18,may,1,340,2,1,603,51-60 Years,Middle of Month,5,One times,Above Average CallDuration
1190,39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,1,-1,0,1,488,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
1191,26,student,single,secondary,0,8015,0,0,cellular,26,may,1,-1,0,0,109,21-30 Years,End of Month,5,One times,Below Average CallDuration
1192,48,admin.,married,secondary,0,50,0,1,cellular,21,oct,1,-1,0,1,419,41-50 Years,Middle of Month,10,One times,Above Average CallDuration
1193,54,management,married,secondary,0,4080,0,0,cellular,5,may,1,-1,0,0,140,51-60 Years,Beginning of Month,5,One times,Below Average CallDuration
1194,37,technician,married,tertiary,0,88,0,0,cellular,6,may,1,90,3,1,195,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1195,31,technician,married,secondary,0,1173,1,0,cellular,14,jul,3,-1,0,1,444,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1196,39,management,married,secondary,0,2198,0,0,cellular,16,jun,1,-1,0,0,418,31-40 Years,Middle of Month,6,One times,Above Average CallDuration
1197,35,technician,married,secondary,0,13,0,0,cellular,22,aug,2,-1,0,0,94,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1198,35,self-employed,single,tertiary,0,4294,0,0,cellular,26,jun,4,-1,0,0,529,31-40 Years,End of Month,6,1 - 10 times,Above Average CallDuration
1199,31,management,married,tertiary,0,917,1,0,cellular,27,aug,9,-1,0,0,100,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1200,57,admin.,married,secondary,0,4168,1,1,cellular,16,may,1,-1,0,0,47,51-60 Years,Middle of Month,5,One times,Below Average CallDuration
1201,41,management,married,tertiary,0,2767,0,0,cellular,30,apr,1,-1,0,0,75,41-50 Years,End of Month,4,One times,Below Average CallDuration
1202,55,admin.,married,secondary,0,139,0,0,cellular,30,apr,1,-1,0,1,241,51-60 Years,End of Month,4,One times,Below Average CallDuration
1203,38,admin.,divorced,secondary,0,485,1,0,cellular,2,feb,1,-1,0,0,252,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
1204,32,blue-collar,single,secondary,0,226,1,0,cellular,5,jun,5,-1,0,0,426,31-40 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
1205,39,management,single,tertiary,0,11971,1,0,telephone,15,may,10,179,5,0,75,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1206,42,technician,married,secondary,0,300,1,0,cellular,19,nov,1,-1,0,0,76,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
1207,75,retired,divorced,primary,0,37127,0,0,cellular,11,feb,1,-1,0,0,505,>61 Years,Beginning of Month,2,One times,Above Average CallDuration
1208,48,management,married,secondary,0,36686,0,0,cellular,30,apr,1,-1,0,0,295,41-50 Years,End of Month,4,One times,Below Average CallDuration
1209,38,management,married,tertiary,0,1722,1,0,cellular,10,jul,1,-1,0,1,500,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
1210,46,technician,single,tertiary,0,628,0,0,cellular,20,nov,5,-1,0,0,454,41-50 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1211,35,self-employed,single,tertiary,0,353,0,0,cellular,11,feb,1,183,1,1,352,31-40 Years,Beginning of Month,2,One times,Above Average CallDuration
1212,33,technician,single,tertiary,0,119,0,1,cellular,21,jul,3,-1,0,0,202,31-40 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1213,45,services,married,secondary,0,-75,1,0,cellular,2,feb,1,252,1,0,134,41-50 Years,Beginning of Month,2,One times,Below Average CallDuration
1214,56,management,married,tertiary,0,171,0,1,telephone,17,jul,2,-1,0,0,610,51-60 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1215,36,management,married,tertiary,0,255,0,0,cellular,25,aug,6,95,4,1,242,31-40 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1216,35,blue-collar,single,secondary,0,510,1,0,cellular,16,may,6,-1,0,0,81,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1217,41,blue-collar,married,secondary,0,2823,1,0,cellular,14,may,1,-1,0,1,858,41-50 Years,Middle of Month,5,One times,Above Average CallDuration
1218,52,blue-collar,married,primary,0,1524,0,0,cellular,3,jul,6,-1,0,1,1007,51-60 Years,Beginning of Month,7,1 - 10 times,Above Average CallDuration
1219,34,blue-collar,married,secondary,0,1454,1,0,cellular,11,feb,2,297,2,1,231,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1220,31,blue-collar,married,secondary,0,1664,1,0,cellular,20,apr,1,182,1,0,158,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1221,64,self-employed,married,tertiary,0,661,0,0,cellular,21,dec,2,294,2,1,367,>61 Years,Middle of Month,12,1 - 10 times,Above Average CallDuration
1222,46,management,married,tertiary,0,0,0,0,cellular,3,mar,13,-1,0,1,305,41-50 Years,Beginning of Month,3,10 - 20 times,Below Average CallDuration
1223,69,technician,married,tertiary,0,482,0,0,cellular,29,jul,1,267,1,1,478,>61 Years,End of Month,7,One times,Above Average CallDuration
1224,32,management,married,tertiary,0,6138,0,0,cellular,29,jul,2,90,9,1,519,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
1225,44,management,married,secondary,0,11972,0,0,cellular,19,jun,1,-1,0,0,127,41-50 Years,Middle of Month,6,One times,Below Average CallDuration
1226,57,management,married,tertiary,0,334,1,0,cellular,15,may,2,365,2,0,169,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1227,27,services,single,secondary,0,1347,0,0,telephone,28,dec,1,193,11,1,824,21-30 Years,End of Month,12,One times,Above Average CallDuration
1228,39,entrepreneur,divorced,secondary,0,-271,1,0,cellular,7,may,1,-1,0,0,406,31-40 Years,Beginning of Month,5,One times,Above Average CallDuration
1229,30,management,married,secondary,0,503,1,0,cellular,2,feb,1,-1,0,0,96,21-30 Years,Beginning of Month,2,One times,Below Average CallDuration
1230,33,services,married,tertiary,0,570,0,0,cellular,25,may,1,-1,0,0,70,31-40 Years,End of Month,5,One times,Below Average CallDuration
1231,42,management,married,secondary,0,849,1,0,cellular,8,oct,1,321,1,1,667,41-50 Years,Beginning of Month,10,One times,Above Average CallDuration
1232,30,services,married,secondary,0,475,0,0,cellular,22,aug,5,-1,0,0,192,21-30 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1233,31,technician,married,tertiary,0,120,0,0,cellular,8,aug,1,-1,0,1,1000,31-40 Years,Beginning of Month,8,One times,Above Average CallDuration
1234,58,management,married,secondary,0,37,0,0,cellular,18,aug,11,-1,0,0,84,51-60 Years,Middle of Month,8,10 - 20 times,Below Average CallDuration
1235,24,student,single,secondary,0,82,1,0,cellular,5,may,2,-1,0,0,204,21-30 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1236,39,technician,married,secondary,0,2266,0,0,cellular,18,feb,4,-1,0,1,208,31-40 Years,Middle of Month,2,1 - 10 times,Below Average CallDuration
1237,32,technician,single,tertiary,0,1855,0,0,cellular,15,sep,2,134,1,1,126,31-40 Years,Middle of Month,9,1 - 10 times,Below Average CallDuration
1238,29,admin.,single,secondary,0,163,1,1,cellular,16,may,1,-1,0,1,803,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
1239,47,entrepreneur,divorced,tertiary,0,178,0,0,cellular,4,feb,1,-1,0,0,291,41-50 Years,Beginning of Month,2,One times,Below Average CallDuration
1240,43,technician,married,secondary,0,0,1,1,cellular,4,feb,8,204,5,0,539,41-50 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1241,38,blue-collar,married,primary,0,1401,0,0,cellular,13,may,1,-1,0,1,516,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1242,38,technician,married,secondary,0,922,1,1,cellular,17,jul,2,-1,0,0,388,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1243,53,technician,married,secondary,0,137,0,1,cellular,18,nov,1,176,1,0,52,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
1244,65,retired,married,secondary,0,1624,0,0,cellular,27,oct,2,-1,0,0,189,>61 Years,End of Month,10,1 - 10 times,Below Average CallDuration
1245,33,admin.,married,secondary,0,-370,1,0,cellular,7,may,1,345,1,1,261,31-40 Years,Beginning of Month,5,One times,Below Average CallDuration
1246,51,services,divorced,secondary,0,9,0,0,cellular,18,jun,2,-1,0,1,371,51-60 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
1247,45,management,single,tertiary,0,4831,0,0,cellular,29,jan,11,-1,0,1,479,41-50 Years,End of Month,1,10 - 20 times,Above Average CallDuration
1248,34,services,married,secondary,0,1337,0,0,cellular,12,aug,2,104,1,1,255,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1249,41,admin.,single,tertiary,0,982,0,0,cellular,23,jul,1,-1,0,0,105,41-50 Years,End of Month,7,One times,Below Average CallDuration
1250,36,self-employed,married,tertiary,0,2012,0,0,cellular,10,feb,7,-1,0,0,188,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1251,31,technician,married,secondary,0,28,0,0,cellular,21,aug,2,-1,0,0,175,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1252,30,management,single,tertiary,0,364,0,0,cellular,30,apr,2,-1,0,1,306,21-30 Years,End of Month,4,1 - 10 times,Below Average CallDuration
1253,28,blue-collar,single,primary,0,2340,1,0,cellular,19,jun,1,-1,0,0,399,21-30 Years,Middle of Month,6,One times,Above Average CallDuration
1254,36,admin.,divorced,secondary,0,0,1,0,cellular,7,may,2,-1,0,0,133,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1255,31,blue-collar,married,primary,0,3283,1,0,cellular,29,may,5,-1,0,0,100,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
1256,37,blue-collar,married,secondary,0,408,1,0,telephone,9,feb,9,-1,0,0,28,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1257,48,blue-collar,single,secondary,0,580,1,0,cellular,12,jun,2,-1,0,0,185,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1258,32,management,single,tertiary,0,2613,0,0,cellular,4,may,2,-1,0,0,520,31-40 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1259,40,blue-collar,divorced,secondary,0,-426,0,1,cellular,26,may,1,-1,0,0,245,31-40 Years,End of Month,5,One times,Below Average CallDuration
1260,47,technician,married,tertiary,0,1115,1,0,telephone,23,jul,9,-1,0,0,18,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1261,32,services,married,secondary,0,4885,1,1,cellular,18,nov,2,-1,0,0,400,31-40 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1262,57,unemployed,married,primary,0,0,1,0,cellular,20,nov,2,-1,0,0,231,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1263,63,management,married,tertiary,0,5112,0,0,telephone,13,nov,2,95,3,1,2184,>61 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1264,40,unemployed,single,tertiary,0,7968,0,0,cellular,3,sep,1,93,1,1,733,31-40 Years,Beginning of Month,9,One times,Above Average CallDuration
1265,37,blue-collar,married,secondary,0,604,1,0,cellular,7,oct,1,495,1,1,371,31-40 Years,Beginning of Month,10,One times,Above Average CallDuration
1266,28,technician,single,tertiary,0,4987,0,0,cellular,9,feb,21,-1,0,1,253,21-30 Years,Beginning of Month,2,20 - 30 times,Below Average CallDuration
1267,42,blue-collar,married,primary,0,1978,1,0,cellular,20,apr,4,-1,0,0,68,41-50 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1268,61,retired,married,secondary,0,3114,0,0,cellular,13,nov,1,-1,0,1,381,>61 Years,Middle of Month,11,One times,Above Average CallDuration
1269,40,entrepreneur,single,secondary,0,5,0,1,cellular,15,jul,3,-1,0,0,117,31-40 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1270,28,blue-collar,married,secondary,0,948,1,0,cellular,9,may,1,-1,0,0,455,21-30 Years,Beginning of Month,5,One times,Above Average CallDuration
1271,49,management,married,tertiary,0,2139,0,0,cellular,5,aug,1,-1,0,0,278,41-50 Years,Beginning of Month,8,One times,Below Average CallDuration
1272,53,services,divorced,primary,0,-291,1,1,cellular,7,may,1,-1,0,1,591,51-60 Years,Beginning of Month,5,One times,Above Average CallDuration
1273,33,services,married,secondary,0,114,0,1,cellular,3,jul,1,-1,0,1,676,31-40 Years,Beginning of Month,7,One times,Above Average CallDuration
1274,33,management,married,tertiary,0,4570,0,0,cellular,22,aug,2,-1,0,1,1258,31-40 Years,End of Month,8,1 - 10 times,Above Average CallDuration
1275,57,housemaid,married,primary,0,625,0,1,cellular,11,jun,1,-1,0,1,867,51-60 Years,Beginning of Month,6,One times,Above Average CallDuration
1276,34,blue-collar,married,secondary,0,559,1,0,telephone,18,nov,1,193,1,0,47,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
1277,42,management,married,tertiary,0,294,0,0,cellular,26,aug,1,-1,0,1,513,41-50 Years,End of Month,8,One times,Above Average CallDuration
1278,59,management,married,tertiary,0,474,0,0,cellular,21,aug,1,-1,0,1,252,51-60 Years,Middle of Month,8,One times,Below Average CallDuration
1279,32,management,single,tertiary,0,1047,1,0,cellular,13,aug,6,-1,0,0,203,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1280,46,blue-collar,married,secondary,0,668,1,0,cellular,15,may,2,-1,0,1,1263,41-50 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1281,28,self-employed,married,tertiary,0,0,1,0,cellular,4,feb,3,196,4,1,546,21-30 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1282,63,management,married,secondary,0,2352,0,0,telephone,4,may,7,-1,0,1,475,>61 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1283,48,services,married,secondary,0,1199,1,0,cellular,13,may,1,-1,0,0,76,41-50 Years,Middle of Month,5,One times,Below Average CallDuration
1284,46,unemployed,single,tertiary,0,44,0,0,cellular,14,aug,1,-1,0,1,225,41-50 Years,Middle of Month,8,One times,Below Average CallDuration
1285,52,management,married,tertiary,0,583,0,0,cellular,17,nov,1,91,2,1,209,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
1286,23,services,single,secondary,0,31,0,0,cellular,1,jun,1,-1,0,1,192,21-30 Years,Beginning of Month,6,One times,Below Average CallDuration
1287,52,management,married,tertiary,0,3163,0,0,cellular,25,aug,6,-1,0,0,56,51-60 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1288,43,services,married,secondary,0,642,0,0,cellular,31,jul,2,-1,0,0,644,41-50 Years,End of Month,7,1 - 10 times,Above Average CallDuration
